"X","Y","L1","L2"
700.37469235527,6136.9154049807,1,1
699.718792322062,6137.16623989799,1,1
699.334308723326,6137.28707072631,1,1
698.63906602904,6137.57371788566,1,1
697.983362514375,6137.82400529222,1,1
697.368026068174,6138.04047261486,1,1
696.706207951331,6138.36629214768,1,1
696.317646408173,6138.56201632493,1,1
695.890525346175,6138.75471273886,1,1
695.541365193212,6138.91611103048,1,1
694.837927587004,6139.31309022627,1,1
694.088167093389,6139.81952020289,1,1
693.565100113079,6140.30577668171,1,1
693.199584874919,6140.69107558491,1,1
692.874404866787,6141.04119747868,1,1
692.591113929862,6141.31956413988,1,1
692.180360499186,6141.81433174981,1,1
691.617574941681,6142.33350563379,1,1
691.25754346397,6142.6443717762,1,1
690.892417440576,6143.02981280609,1,1
690.37176782488,6143.4774772363,1,1
689.966577144682,6143.89698847244,1,1
689.291926918579,6144.26243533876,1,1
688.433312494016,6144.74932508206,1,1
687.872673634318,6145.0105968028,1,1
686.791615131313,6147.55420291684,1,1
686.193726146592,6147.81624640282,1,1
685.526448629673,6148.07577734696,1,1
684.962049576329,6148.30364334418,1,1
684.402553083172,6148.41616076792,1,1
683.8044865832,6148.52841530315,1,1
682.984128055013,6148.64128407576,1,1
682.124635220098,6148.7913623261,1,1
681.452612159968,6148.94204549017,1,1
680.744019362629,6149.09098081131,1,1
679.922038937766,6149.39177269279,1,1
679.138143461333,6149.80304279236,1,1
678.466465656094,6150.21482631084,1,1
677.906574095804,6150.85049182962,1,1
677.497733573584,6153.58054164,1,1
676.787456559842,6153.84263172341,1,1
676.003260476802,6154.21653347854,1,1
675.481211755325,6154.55435356029,1,1
674.324393016634,6155.37741370737,1,1
673.689126242053,6155.90181988158,1,1
673.092206396144,6156.31253065877,1,1
672.532487193072,6156.76179638939,1,1
671.748660744896,6157.24911341848,1,1
670.965113249647,6157.66054318522,1,1
670.068864700857,6158.07272158696,1,1
669.358878326038,6158.40946341583,1,1
668.649502655437,6158.78332980964,1,1
667.828420863717,6159.23285861955,1,1
667.007096761603,6159.71954504535,1,1
666.335699688344,6160.09388568197,1,1
664.282487688756,6161.40347037967,1,1
663.572761070742,6161.89023341716,1,1
662.938201529719,6162.30216572382,1,1
662.341947461912,6162.82611042608,1,1
661.744727562806,6163.27527279173,1,1
661.259240240763,6163.6491653244,1,1
660.213987917676,6164.69690816398,1,1
659.728893828663,6165.14618387982,1,1
659.206361140596,6165.59502569223,1,1
658.721764300127,6165.93137922354,1,1
658.235806755034,6166.30595859631,1,1
657.750906249725,6166.68067883095,1,1
657.417756475607,6166.90291161331,1,1
657.190159959848,6167.05480019874,1,1
656.518324411856,6167.39142702101,1,1
655.809286772075,6167.80290805041,1,1
655.09975481485,6168.17754137138,1,1
654.390456971292,6168.55100199387,1,1
653.569653189601,6168.9265335051,1,1
652.785965510323,6169.26324062196,1,1
652.001424106238,6169.59997560874,1,1
651.217308827802,6169.89906996209,1,1
650.395859575233,6170.19955739537,1,1
649.649803204029,6170.46116388898,1,1
648.791163333651,6170.87287997147,1,1
647.895176088512,6171.28553060185,1,1
646.887053247296,6171.8098182668,1,1
645.91627942208,6172.6324992743,1,1
645.356442782704,6173.38029463543,1,1
644.871769063092,6173.978963393,1,1
644.423656132509,6174.46506175165,1,1
643.901832542513,6175.06387386486,1,1
643.453818843771,6175.69959343192,1,1
643.005432839907,6176.26056812318,1,1
642.483229478749,6176.97209327055,1,1
642.072559873,6177.53311167777,1,1
641.475741249693,6178.54276257669,1,1
641.214631411722,6179.14139450296,1,1
640.990742979284,6179.77697943187,1,1
640.766960968743,6180.4121356201,1,1
640.506235442943,6181.27256884719,1,1
640.319126161618,6182.02064912438,1,1
639.83433417969,6183.03070182478,1,1
639.38696923142,6183.77811270509,1,1
638.826649339358,6184.52661693109,1,1
638.341766023267,6185.19943382322,1,1
637.932331103895,6185.76083277602,1,1
637.260534932909,6186.50937637277,1,1
636.699944102699,6187.10728335271,1,1
636.252544355236,6187.51895173591,1,1
635.879433962083,6188.00513466708,1,1
635.31959890301,6188.86626891288,1,1
634.909308935724,6189.53958214994,1,1
634.461160504651,6190.17486369291,1,1
633.93771117855,6190.77341467354,1,1
633.416158169616,6191.40902458143,1,1
632.930520805832,6192.15671186809,1,1
632.595595202982,6193.16692240731,1,1
632.483469147765,6193.80247246447,1,1
632.446222928383,6194.36382085308,1,1
632.745627194994,6195.597015901,1,1
633.007298624632,6196.15733693447,1,1
633.455240220346,6196.6813668813,1,1
634.015562436263,6197.24123604549,1,1
634.986951280683,6197.8390837922,1,1
635.584665107929,6197.98825278978,1,1
636.182010797913,6198.02483683165,1,1
636.928773432875,6197.98723431644,1,1
638.907688803601,6198.13621216085,1,1
639.580916865617,6198.24795811712,1,1
640.252250257345,6198.35978793952,1,1
641.335695665185,6199.03112153922,1,1
641.821094436807,6199.480407614,1,1
642.49400065187,6200.11525897925,1,1
643.540032158684,6201.08636733064,1,1
643.913991291144,6201.57260849505,1,1
644.361403549743,6202.05831708647,1,1
645.108917357333,6202.80532768951,1,1
645.520403334604,6203.21687760097,1,1
646.042706635016,6203.47842158406,1,1
646.864407790266,6203.8517703154,1,1
647.611592643282,6204.00092164283,1,1
648.395363228254,6204.11242177162,1,1
649.104156323447,6204.07435753478,1,1
649.814206723121,6203.99998092113,1,1
650.448706499445,6203.96170610124,1,1
651.606461542756,6204.14842777533,1,1
652.427957213743,6204.48375586483,1,1
653.06345966408,6204.82031900439,1,1
653.660695109573,6205.15687473799,1,1
654.109716062785,6205.53027682468,1,1
654.557878852256,6206.16588524787,1,1
655.006070024406,6206.68856537812,1,1
655.902524810219,6207.43609693776,1,1
656.72411580765,6207.77147585534,1,1
657.471028313069,6207.95808581207,1,1
658.10625552719,6208.07016501533,1,1
658.815364648517,6208.21902591339,1,1
659.898495259247,6208.4805116026,1,1
660.907012336469,6209.00297652282,1,1
661.729582654307,6209.67555143998,1,1
662.214175581496,6210.16172064691,1,1
